complex_id	complex_name	protein_id
1118	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Q53HL2
1118	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Q9NQS7
1119	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Q96GD4
1119	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	O15392
1119	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Q53HL2
1119	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Q9NQS7
112	Prefoldin complex	O60925
112	Prefoldin complex	Q9UHV9
112	Prefoldin complex	Q9NQP4
112	Prefoldin complex	Q99471
112	Prefoldin complex	O15212
112	Prefoldin complex	P61758
1120	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	O15392
1120	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	Q53HL2
1120	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	Q9NQS7
1121	WNK1-OSR1 complex	O95747
1121	WNK1-OSR1 complex	Q9H4A3
1123	WNK1-SPAk complex	Q9UEW8
1123	WNK1-SPAk complex	Q9H4A3
1130	Hip1R-cortactin complex	Q14247
1130	Hip1R-cortactin complex	O75146
1131	RFC2-RIalpha complex	P30153
1131	RFC2-RIalpha complex	P35250
1132	RFC2-RIalpha complex	P30153
1132	RFC2-RIalpha complex	P35249
1133	ATR-HDAC2 complex	Q13535
1133	ATR-HDAC2 complex	Q92769
1134	ATR-HDAC2-CHD4 complex	Q13535
1134	ATR-HDAC2-CHD4 complex	Q14839
1134	ATR-HDAC2-CHD4 complex	Q92769
1137	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	O14810
1137	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Q8WVH0
1137	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	P60880
1137	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Q16623
1137	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	P63027
1138	SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Q8WVH0
1138	SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Q7Z7G2
1138	SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	P60880
1138	SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Q16623
1138	SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	P63027
1139	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	O14810
1139	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Q8WVH0
1139	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Q7Z7G2
1139	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	P60880
1139	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Q16623
1139	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Q13277
1139	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	P63027
114	SNAPc (small nuclear RNA-activating protein) complex	Q16533
114	SNAPc (small nuclear RNA-activating protein) complex	Q13487
114	SNAPc (small nuclear RNA-activating protein) complex	Q92966
114	SNAPc (small nuclear RNA-activating protein) complex	Q5SXM2
114	SNAPc (small nuclear RNA-activating protein) complex	O75971
1140	Complexin complex (STX3, CPLX1, CPLX3)	O14810
1140	Complexin complex (STX3, CPLX1, CPLX3)	Q8WVH0
1140	Complexin complex (STX3, CPLX1, CPLX3)	Q13277
1141	CF IIAm complex (Cleavage factor IIAm complex)	Q14444
1141	CF IIAm complex (Cleavage factor IIAm complex)	Q92989
1141	CF IIAm complex (Cleavage factor IIAm complex)	Q9UKF6
1141	CF IIAm complex (Cleavage factor IIAm complex)	Q16630
1141	CF IIAm complex (Cleavage factor IIAm complex)	Q8N684
1141	CF IIAm complex (Cleavage factor IIAm complex)	O60231
1141	CF IIAm complex (Cleavage factor IIAm complex)	P19447
1141	CF IIAm complex (Cleavage factor IIAm complex)	Q92759
1141	CF IIAm complex (Cleavage factor IIAm complex)	P49959
1141	CF IIAm complex (Cleavage factor IIAm complex)	O43809
1141	CF IIAm complex (Cleavage factor IIAm complex)	O94913
1141	CF IIAm complex (Cleavage factor IIAm complex)	P26599
1141	CF IIAm complex (Cleavage factor IIAm complex)	P23246
1141	CF IIAm complex (Cleavage factor IIAm complex)	Q07157
1141	CF IIAm complex (Cleavage factor IIAm complex)	Q01081
1141	CF IIAm complex (Cleavage factor IIAm complex)	P26368
1142	SMN complex	Q9UHI6
1142	SMN complex	O14893
1142	SMN complex	Q16637
1142	SMN complex	P14678
1142	SMN complex	P62314
1142	SMN complex	P62316
1142	SMN complex	P62318
1142	SMN complex	P62304
1142	SMN complex	P62306
1142	SMN complex	P62308
1143	SMN complex	Q9UHI6
1143	SMN complex	P57678
1143	SMN complex	Q8TEQ6
1143	SMN complex	Q8WXD5
1143	SMN complex	Q9H840
1143	SMN complex	Q9NWZ8
1143	SMN complex	O14893
1143	SMN complex	Q16637
1143	SMN complex	P14678
1143	SMN complex	P62314
1143	SMN complex	P62316
1143	SMN complex	P62318
1143	SMN complex	P62304
1143	SMN complex	P62306
1143	SMN complex	P62308
1143	SMN complex	Q9Y3F4
1144	Cleavage and polyadenylation factor (CPSF)	Q10570
1144	Cleavage and polyadenylation factor (CPSF)	Q9P2I0
1144	Cleavage and polyadenylation factor (CPSF)	Q9UKF6
1144	Cleavage and polyadenylation factor (CPSF)	O95639
1144	Cleavage and polyadenylation factor (CPSF)	Q6UN15
1146	Cleavage stimulation factor	Q05048
1146	Cleavage stimulation factor	P33240
1146	Cleavage stimulation factor	Q12996
1147	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	Q10570
1147	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	Q9P2I0
1147	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	Q9UKF6
1147	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	Q05048
1147	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	P33240
1147	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	Q12996
1147	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	Q92797
1148	snRNP-free U1A (SF-A) complex	P17844
1148	snRNP-free U1A (SF-A) complex	Q15233
1148	snRNP-free U1A (SF-A) complex	P23246
1148	snRNP-free U1A (SF-A) complex	P09012
1149	Histone H3.1 complex	Q9Y294
1149	Histone H3.1 complex	Q9NVP2
1149	Histone H3.1 complex	Q13111
1149	Histone H3.1 complex	Q13112
1149	Histone H3.1 complex	O14929
1149	Histone H3.1 complex	P68431
1149	Histone H3.1 complex	P62805
1149	Histone H3.1 complex	Q8TEX9
1149	Histone H3.1 complex	P49321
1149	Histone H3.1 complex	Q09028
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	P35226
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q14781
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	O00257
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q9HC52
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	P08107
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	P78364
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q8IXK0
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q8NDX5
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q06587
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q99496
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q96GD3
115	Polycomb repressive complex 1 (PRC1, hPRC-H)	O60264
1150	Histone H3.3 complex	Q9Y294
1150	Histone H3.3 complex	Q9NVP2
1150	Histone H3.3 complex	P84243
1150	Histone H3.3 complex	O14929
1150	Histone H3.3 complex	P54198
1150	Histone H3.3 complex	P62805
1150	Histone H3.3 complex	Q8TEX9
1150	Histone H3.3 complex	P49321
1150	Histone H3.3 complex	Q09028
1152	FA complex (Fanconi anemia complex)	O15360
1152	FA complex (Fanconi anemia complex)	Q8NB91
1152	FA complex (Fanconi anemia complex)	Q00597
1152	FA complex (Fanconi anemia complex)	Q9HB96
1152	FA complex (Fanconi anemia complex)	Q9NPI8
1152	FA complex (Fanconi anemia complex)	O15287
1152	FA complex (Fanconi anemia complex)	Q9NW38
1152	FA complex (Fanconi anemia complex)	Q8IYD8
1153	Integrator complex	Q5TA45
1153	Integrator complex	Q8N201
1153	Integrator complex	Q9NVR2
1153	Integrator complex	Q96CB8
1153	Integrator complex	Q9H0H0
1153	Integrator complex	Q68E01
1153	Integrator complex	Q96HW7
1153	Integrator complex	Q6P9B9
1153	Integrator complex	Q9UL03
1153	Integrator complex	Q9NVH2
1153	Integrator complex	Q75QN2
1153	Integrator complex	Q9NV88
1154	DSS1 complex	P51587
1154	DSS1 complex	Q5TA45
1154	DSS1 complex	Q9NVR2
1154	DSS1 complex	Q9H0H0
1154	DSS1 complex	Q96HW7
1154	DSS1 complex	Q6P9B9
1154	DSS1 complex	Q9UL03
1154	DSS1 complex	Q9NVH2
1154	DSS1 complex	Q75QN2
1154	DSS1 complex	Q9NV88
1154	DSS1 complex	Q96PV6
1154	DSS1 complex	A6H687
1154	DSS1 complex	P60896
1155	Integrator-RNAPII complex	Q5TA45
1155	Integrator-RNAPII complex	Q8N201
1155	Integrator-RNAPII complex	Q9NVR2
1155	Integrator-RNAPII complex	Q96CB8
1155	Integrator-RNAPII complex	Q9H0H0
1155	Integrator-RNAPII complex	Q68E01
1155	Integrator-RNAPII complex	Q96HW7
1155	Integrator-RNAPII complex	Q6P9B9
1155	Integrator-RNAPII complex	Q9UL03
1155	Integrator-RNAPII complex	Q9NVH2
1155	Integrator-RNAPII complex	Q75QN2
1155	Integrator-RNAPII complex	Q9NV88
1155	Integrator-RNAPII complex	P24928
1155	Integrator-RNAPII complex	P30876
1158	p33ING1b-p300 complex	Q09472
1158	p33ING1b-p300 complex	Q9UK53
1159	p33ING1b-HDAC1 complex	Q13547
1159	p33ING1b-HDAC1 complex	Q9UK53
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	P35226
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q14781
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	O00257
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q9HC52
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	P08107
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	P78364
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q8IXK0
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q8NDX5
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q06587
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q99496
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	Q96GD3
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	O60264
116	Polycomb repressive complex 1 (PRC1, hPRC-H)	P25490
1160	ING1-p300-PCNA complex	Q09472
1160	ING1-p300-PCNA complex	Q9UK53
1160	ING1-p300-PCNA complex	P12004
1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	Q13619
1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	Q13620
1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	Q16531
1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	Q92466
1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	P62877
1163	ING1-PCNA complex	Q9UK53
1163	ING1-PCNA complex	P12004
1165	RNF20-RNF40-UbE2E1 complex	Q5VTR2
1165	RNF20-RNF40-UbE2E1 complex	O75150
1165	RNF20-RNF40-UbE2E1 complex	P51965
1166-1	p400-associated complex-1	P60709
1166-1	p400-associated complex-1	Q96L91
1166-1	p400-associated complex-1	Q9Y265
1166-1	p400-associated complex-1	Q9Y230
1166-1	p400-associated complex-1	Q9Y4A5
1166-1	p400-associated complex-1	O96019
1166-2	p400-associated complex-2	P60709
1166-2	p400-associated complex-2	Q96L91
1166-2	p400-associated complex-2	Q9Y265
1166-2	p400-associated complex-2	Q9Y230
1166-2	p400-associated complex-2	Q9Y4A5
1166-2	p400-associated complex-2	O94805
1167	Paf complex	Q6P1J9
1167	Paf complex	Q6PD62
1167	Paf complex	Q8WVC0
1167	Paf complex	Q8N7H5
1167	Paf complex	Q9GZS3
1168	SKI complex	Q15477
1168	SKI complex	Q6PGP7
1168	SKI complex	Q9GZS3
1169	SNARE complex (STX4, VAMP8, VAMP3, SNAP23)	O00161
1169	SNARE complex (STX4, VAMP8, VAMP3, SNAP23)	Q12846
1169	SNARE complex (STX4, VAMP8, VAMP3, SNAP23)	Q15836
1169	SNARE complex (STX4, VAMP8, VAMP3, SNAP23)	Q9BV40
117-1	GPR56-CD81-Galphaq/11-Gbeta complex-1	P60033
117-1	GPR56-CD81-Galphaq/11-Gbeta complex-1	Q9Y653
117-1	GPR56-CD81-Galphaq/11-Gbeta complex-1	P29992
117-1	GPR56-CD81-Galphaq/11-Gbeta complex-1	P62873
117-2	GPR56-CD81-Galphaq/11-Gbeta complex-2	P60033
117-2	GPR56-CD81-Galphaq/11-Gbeta complex-2	Q9Y653
117-2	GPR56-CD81-Galphaq/11-Gbeta complex-2	P29992
117-2	GPR56-CD81-Galphaq/11-Gbeta complex-2	P62879
117-3	GPR56-CD81-Galphaq/11-Gbeta complex-3	P60033
117-3	GPR56-CD81-Galphaq/11-Gbeta complex-3	Q9Y653
117-3	GPR56-CD81-Galphaq/11-Gbeta complex-3	P29992
117-3	GPR56-CD81-Galphaq/11-Gbeta complex-3	P16520
117-4	GPR56-CD81-Galphaq/11-Gbeta complex-4	P60033
117-4	GPR56-CD81-Galphaq/11-Gbeta complex-4	Q9Y653
117-4	GPR56-CD81-Galphaq/11-Gbeta complex-4	P29992
117-4	GPR56-CD81-Galphaq/11-Gbeta complex-4	Q9HAV0
117-5	GPR56-CD81-Galphaq/11-Gbeta complex-5	P60033
117-5	GPR56-CD81-Galphaq/11-Gbeta complex-5	Q9Y653
117-5	GPR56-CD81-Galphaq/11-Gbeta complex-5	P50148
117-5	GPR56-CD81-Galphaq/11-Gbeta complex-5	P62873
117-6	GPR56-CD81-Galphaq/11-Gbeta complex-6	P60033
117-6	GPR56-CD81-Galphaq/11-Gbeta complex-6	Q9Y653
117-6	GPR56-CD81-Galphaq/11-Gbeta complex-6	P50148
117-6	GPR56-CD81-Galphaq/11-Gbeta complex-6	P62879
117-7	GPR56-CD81-Galphaq/11-Gbeta complex-7	P60033
117-7	GPR56-CD81-Galphaq/11-Gbeta complex-7	Q9Y653
117-7	GPR56-CD81-Galphaq/11-Gbeta complex-7	P50148
117-7	GPR56-CD81-Galphaq/11-Gbeta complex-7	P16520
117-8	GPR56-CD81-Galphaq/11-Gbeta complex-8	P60033
117-8	GPR56-CD81-Galphaq/11-Gbeta complex-8	Q9Y653
117-8	GPR56-CD81-Galphaq/11-Gbeta complex-8	P50148
117-8	GPR56-CD81-Galphaq/11-Gbeta complex-8	Q9HAV0
1170	cMYC-ATPase-helicase complex	O96019
1170	cMYC-ATPase-helicase complex	P01106
1170	cMYC-ATPase-helicase complex	Q9Y265
1170	cMYC-ATPase-helicase complex	Q9Y230
1170	cMYC-ATPase-helicase complex	Q9Y4A5
1171	c-MYC-ATPase-helicase complex	O96019
1171	c-MYC-ATPase-helicase complex	P01106
1171	c-MYC-ATPase-helicase complex	Q9Y265
1171	c-MYC-ATPase-helicase complex	Q9Y230
1171	c-MYC-ATPase-helicase complex	Q9Y4A5
1172	CBC complex (cap binding complex)	Q09161
1172	CBC complex (cap binding complex)	P52298
1173	TIP49-TIP48-BAF53 complex	O96019
1173	TIP49-TIP48-BAF53 complex	Q9Y265
1173	TIP49-TIP48-BAF53 complex	Q9Y230
1174	PHAX-CBC complex (cap binding complex)	Q09161
1174	PHAX-CBC complex (cap binding complex)	P52298
1174	PHAX-CBC complex (cap binding complex)	Q9H814
1175	TRRAP-BAF53-HAT complex	O96019
1175	TRRAP-BAF53-HAT complex	Q9Y4A5
1176	CRM1-RAN-PHAX-CBC complex (cap binding complex)	Q09161
1176	CRM1-RAN-PHAX-CBC complex (cap binding complex)	P52298
1176	CRM1-RAN-PHAX-CBC complex (cap binding complex)	P62826
1176	CRM1-RAN-PHAX-CBC complex (cap binding complex)	Q9H814
1176	CRM1-RAN-PHAX-CBC complex (cap binding complex)	O14980
1177	Polycomb repressive complex 4 (PRC4)	O75530
1177	Polycomb repressive complex 4 (PRC4)	Q15910
1177	Polycomb repressive complex 4 (PRC4)	Q96EB6
1178	BCOR complex	Q6W2J9
1178	BCOR complex	Q8NHM5
1178	BCOR complex	P11142
1178	BCOR complex	Q9BSM1
1178	BCOR complex	Q06587
1178	BCOR complex	Q99496
1178	BCOR complex	Q8N488
1178	BCOR complex	P63208
1179	CENP-A NAC-CAD complex	Q8N2Z9
1179	CENP-A NAC-CAD complex	Q03188
1179	CENP-A NAC-CAD complex	Q9H3R5
1179	CENP-A NAC-CAD complex	Q9BS16
1179	CENP-A NAC-CAD complex	Q8N0S6
1179	CENP-A NAC-CAD complex	Q9NSP4
1179	CENP-A NAC-CAD complex	Q96H22
1179	CENP-A NAC-CAD complex	Q9BU64
1179	CENP-A NAC-CAD complex	Q6IPU0
1179	CENP-A NAC-CAD complex	Q7L2Z9
1179	CENP-A NAC-CAD complex	Q96BT3
1179	CENP-A NAC-CAD complex	Q13352
1179	CENP-A NAC-CAD complex	Q71F23
118	GPI-GnT activity complex	P37287
118	GPI-GnT activity complex	Q92535
118	GPI-GnT activity complex	Q14442
118	GPI-GnT activity complex	Q9BRB3
1181	C complex spliceosome	O60306
1181	C complex spliceosome	Q8WUQ7
1181	C complex spliceosome	O60508
1181	C complex spliceosome	Q99459
1181	C complex spliceosome	Q9BZJ0
1181	C complex spliceosome	Q9P013
1181	C complex spliceosome	Q9HCG8
1181	C complex spliceosome	Q9BUQ8
1181	C complex spliceosome	Q9UJV9
1181	C complex spliceosome	P17844
1181	C complex spliceosome	Q96DF8
1181	C complex spliceosome	Q9H5Z1
1181	C complex spliceosome	Q92620
1181	C complex spliceosome	Q14562
1181	C complex spliceosome	Q15029
1181	C complex spliceosome	P38919
1181	C complex spliceosome	Q14331
1181	C complex spliceosome	Q9BRR8
1181	C complex spliceosome	P09651
1181	C complex spliceosome	P22626
1181	C complex spliceosome	P51991
1181	C complex spliceosome	P07910
1181	C complex spliceosome	P52597
1181	C complex spliceosome	P31943
1181	C complex spliceosome	P61978
1181	C complex spliceosome	P52272
1181	C complex spliceosome	O43390
1181	C complex spliceosome	Q00839
1181	C complex spliceosome	Q9ULR0
1181	C complex spliceosome	Q9Y333
1181	C complex spliceosome	P62310
1181	C complex spliceosome	P61326
1181	C complex spliceosome	Q9BRX9
1181	C complex spliceosome	P11940
1181	C complex spliceosome	O43660
1181	C complex spliceosome	Q9H307
1181	C complex spliceosome	Q9UNP9
1181	C complex spliceosome	Q9Y3C6
1181	C complex spliceosome	Q9H2H8
1181	C complex spliceosome	Q96BP3
1181	C complex spliceosome	Q9UMS4
1181	C complex spliceosome	Q13523
1181	C complex spliceosome	O94906
1181	C complex spliceosome	Q6P2Q9
1181	C complex spliceosome	Q9UKM9
1181	C complex spliceosome	Q9NW64
1181	C complex spliceosome	Q9Y5S9
1181	C complex spliceosome	P38159
1181	C complex spliceosome	O43290
1181	C complex spliceosome	Q6UX04
1181	C complex spliceosome	Q15459
1181	C complex spliceosome	Q15428
1181	C complex spliceosome	Q12874
1181	C complex spliceosome	O75533
1181	C complex spliceosome	Q13435
1181	C complex spliceosome	Q15393
1181	C complex spliceosome	Q07955
1181	C complex spliceosome	P42285
1181	C complex spliceosome	O95391
1181	C complex spliceosome	O75643
1181	C complex spliceosome	Q96DI7
1181	C complex spliceosome	P09661
1181	C complex spliceosome	P14678
1181	C complex spliceosome	P08579
1181	C complex spliceosome	P62314
1181	C complex spliceosome	P62316
1181	C complex spliceosome	P62318
1181	C complex spliceosome	P62304
1181	C complex spliceosome	P62306
1181	C complex spliceosome	P62308
1181	C complex spliceosome	Q13573
1181	C complex spliceosome	Q8IYB3
1181	C complex spliceosome	Q9UQ35
1181	C complex spliceosome	O95926
1181	C complex spliceosome	O60506
1181	C complex spliceosome	Q9UBB9
1181	C complex spliceosome	Q86V81
1181	C complex spliceosome	Q01081
1181	C complex spliceosome	Q9HCS7
1181	C complex spliceosome	Q6NZY4
1182	CDC5L core complex	O75934
1182	CDC5L core complex	Q99459
1182	CDC5L core complex	Q92616
1182	CDC5L core complex	P11142
1182	CDC5L core complex	O43660
1182	CDC5L core complex	Q9UMS4
1183	CDC5L complex	O75934
1183	CDC5L complex	Q7L1Q6
1183	CDC5L complex	Q99459
1183	CDC5L complex	Q9P013
1183	CDC5L complex	Q14204
1183	CDC5L complex	Q92616
1183	CDC5L complex	P11142
1183	CDC5L complex	Q12905
1183	CDC5L complex	O43660
1183	CDC5L complex	O15297
1183	CDC5L complex	P62136
1183	CDC5L complex	P78527
1183	CDC5L complex	Q9UMS4
1183	CDC5L complex	Q9UPN6
1183	CDC5L complex	P38159
1183	CDC5L complex	O75533
1183	CDC5L complex	Q13435
1183	CDC5L complex	Q15427
1183	CDC5L complex	A8K8P3
1183	CDC5L complex	P23246
1183	CDC5L complex	Q07955
1183	CDC5L complex	Q01130
1183	CDC5L complex	P09012
1183	CDC5L complex	P09661
1183	CDC5L complex	P62314
1183	CDC5L complex	P62316
1183	CDC5L complex	P62318
1183	CDC5L complex	Q8IYB3
1183	CDC5L complex	P15884
1183	CDC5L complex	P11388
1185	EGFR-containing signaling complex	P00533
1185	EGFR-containing signaling complex	P04626
1185	EGFR-containing signaling complex	O00443
1185	EGFR-containing signaling complex	O00750
1186	ESCRT-III complex	Q9HD42
1186	ESCRT-III complex	Q7LBR1
1186	ESCRT-III complex	O43633
1186	ESCRT-III complex	Q9UQN3
1186	ESCRT-III complex	Q9BY43
1186	ESCRT-III complex	Q9H444
1186	ESCRT-III complex	Q96CF2
1186	ESCRT-III complex	Q9NZZ3
1186	ESCRT-III complex	Q96FZ7
1186	ESCRT-III complex	Q9Y3E7
1187	ESCRT-II complex	Q96H20
1187	ESCRT-II complex	Q9BRG1
1187	ESCRT-II complex	Q86VN1
1188	SMRT core complex	O15379
1188	SMRT core complex	Q9Y618
1188	SMRT core complex	O60907
1189	DNA double-strand break end-joining complex	P49917
1189	DNA double-strand break end-joining complex	P49959
1189	DNA double-strand break end-joining complex	O60934
1189	DNA double-strand break end-joining complex	Q92878
1189	DNA double-strand break end-joining complex	Q13426
1189	DNA double-strand break end-joining complex	P13010
1189	DNA double-strand break end-joining complex	P12956
1190	NCBP-NIP1 complex	Q09161
1190	NCBP-NIP1 complex	Q96P71
1191	RNA pol II containing coactivator complex Tat-SF	P50750
1191	RNA pol II containing coactivator complex Tat-SF	O43719
1191	RNA pol II containing coactivator complex Tat-SF	P19338
1191	RNA pol II containing coactivator complex Tat-SF	P24928
1191	RNA pol II containing coactivator complex Tat-SF	O00267
1192	ESCRT-I complex	Q99816
1192	ESCRT-I complex	Q9UK41
1192	ESCRT-I complex	A5D8V6
1193	Rap1 complex	P49959
1193	Rap1 complex	P09874
1193	Rap1 complex	Q92878
1193	Rap1 complex	Q15554
1193	Rap1 complex	Q9NYB0
1193	Rap1 complex	P13010
1193	Rap1 complex	P12956
1194	E2F-6 complex	O75461
1194	E2F-6 complex	Q9H9B1
1194	E2F-6 complex	Q96KQ7
1194	E2F-6 complex	O75712
1194	E2F-6 complex	Q969R5
1194	E2F-6 complex	P61244
1194	E2F-6 complex	Q8IWI9
1194	E2F-6 complex	Q9BYE7
1194	E2F-6 complex	Q06587
1194	E2F-6 complex	Q99496
1194	E2F-6 complex	Q14186
1194	E2F-6 complex	Q8IY57
1195	Exon junction complex (mRNA splicing-dependent)	Q6P2Q9
1195	Exon junction complex (mRNA splicing-dependent)	Q8IYB3
1196	RAD51C-XRCC3 complex	O43502
1196	RAD51C-XRCC3 complex	O43542
1197	TRF1-TIN2 complex	Q96AP0
1197	TRF1-TIN2 complex	Q9NUX5
1197	TRF1-TIN2 complex	P54274
1197	TRF1-TIN2 complex	Q15554
1197	TRF1-TIN2 complex	Q9NYB0
1197	TRF1-TIN2 complex	Q9BSI4
1198	TIN2 complex	Q96AP0
1198	TIN2 complex	Q9NUX5
1198	TIN2 complex	Q15554
1198	TIN2 complex	Q9BSI4
1199	Oligosaccharyltransferase complex (Stt3A variant)	P61803
1199	Oligosaccharyltransferase complex (Stt3A variant)	P39656
1199	Oligosaccharyltransferase complex (Stt3A variant)	Q9H0U3
1199	Oligosaccharyltransferase complex (Stt3A variant)	P04843
